COEMF REQUEST#,CIE,VENDOR,VENDOR PART #,Part# found in SAP Desc,Material Group,CLASS ID,CLASS DESCRIPTION,SAP PARTS DESCRIPTION FR,SAP PARTS DESCRIPTION EN,LENGTH,PCMC#,COMMENTS,STATUS,SAP#,RESP
361,3411,ABB MOTORS & MECHANICAL (CANADA) INC,129770,,U31171504,,,ROULEMENT BILLES B4B ALS 2.937PO USE MOY,BEARING BALL F4B BR 2.937IN MED DUTY,40/36,ABB MOTORS & MECHANICAL (CANADA) INC / 129770,3411v1808.6,PROD,90012760,
361,3411,PARKER,924448,,U40161505,,,CARTOUCHE FILTRE HYDR 40MIC 10MF40SA,CARTRIDGE FILTER HYDR 40 MIC 10MF40SA,36/37,PARKER / 924448,3411v1808.6,PROD,90012553,
361,3411,PARKER,924450,,U40161505,,,CARTOUCHE FILTRE HYDR 10 MIC 10MF40SA,CARTRIDGE FILTER HYDR 10 MIC 10MF40SA,37/37,PARKER / 924450,3411v1808.6,PROD,90012554,
361,3411,Phoenix Contact,2966016,,U39121547,,,SOCLE RELAIS PLC-BSC 24VDC 6.2MM DEL,RELAY SOCKET PLC-BSC 24VDC 6.2MM LED,36/36,PHOENIX CONTACT / 2966016,3411v1808.6,PROD,90012597,
361,3411,Entrelec,011511607,,U39121410,,,BORNIER TR M4/6 22AWG 30A VIS,TERM BLOCK FT M4/6 22AWG 30A SCRW,29/33,ENTRELEC / 011511607,3411v1808.6,PROD,90012591,
361,3411,Entrelec,011511811,,U39121410,,,BORNIER TR M6/8 22AWG 50A VIS,TERM BLOCK FT M6/8 22AWG 50A SCRW,29/33,ENTRELEC / 011511811,3411v1808.6,PROD,90012589,
361,3411,Entrelec,11527122,,U39121410,,,BORNIER TR DBL M4/6.D2 18AWG 50A VIS,TERM BLOCK FT DD M4/6.D2 18AWG 50A SCRW,36/39,ENTRELEC / 11527122,3411v1808.6,PROD,90012592,
361,3411,Entrelec,011565725,,,U39121624_FUS_HLDR,FUSE HOLDER,PORTE FUSIBLE DEL M4/8 SF 600V 10A GRIS,FUSE HOLDER LED M4/8 SF 600V 10A GRAY,39/37,ENTRELEC / 011565725,3411v1808.6,PROD,90012584,
361,3411,Entrelec,011566525,,,U39121624_FUS_HLDR,FUSE HOLDER,PORTE FUSIBLE DEL M4/8 SFDT 600V 10A GR,FUSE HOLDER LED M4/8 SFDT 600V 10A GRAY,39/39,ENTRELEC / 011566525,3411v1808.6,PROD,90012681,
361,3411,Entrelec,011566727,,,U39121624_FUS_HLDR,FUSE HOLDER,PORTE FUSIBLE DEL M4/8 SFLT 600V 10A GR,FUSE HOLDER LED M4/8 SFLT 600V 10A GRAY,39/39,ENTRELEC / 011566727,3411v1808.6,PROD,90012682,
361,3411,Entrelec,011695115,,U39121410,,,BORNIER BUTEE CLIP FEM8 GRIS,TERM BLOCK END SNAPON FEM8S GRAY,28/32,ENTRELEC / 011695115,3411v1808.6,PROD,90012583,
361,3411,Entrelec,011836816,,U39121410,,,BORNIER BUTEE CLIP FEM6 GRIS,TERM BLOCK END SNAPON FEM6 GRAY,28/31,ENTRELEC / 011836816,3411v1808.6,PROD,90012587,
361,3411,Entrelec,11849923,,U39121410,,,BORNIER BUTEE CLIP FEM6D GRIS,TERM BLOCK END SNAPON FEM6D GRAY,29/32,ENTRELEC / 11849923,3411v1808.6,PROD,90012593,
361,3411,Entrelec,016511316,,U39121410,,,BORNIER DIN M4/6.P 12AWG VIS,TERM BLOCK DIN M4/6.P 12AWG SCREWCLAMP,28/38,ENTRELEC / 016511316,3411v1808.6,PROD,90012585,
361,3411,Entrelec,016897307,,U39121410,,,CAVALIER BORNIER 10P BJM6 32A 4MM,TERM BLOCK JUMPER BAR 10P BJM6 32A 4MM,33/38,ENTRELEC / 016897307,3411v1808.6,PROD,90012586,
361,3411,Entrelec,16897400,,U39121410,,,CAVALIER BORNIER 10P BJM8 32A 6MM,TERM BLOCK JUMPER BAR 10P BJM8 32A 6MM,33/38,ENTRELEC / 16897400,3411v1808.6,PROD,90012590,
361,3411,Entrelec,19916626,,,U39121624_FUS_HLDR,FUSE HOLDER,PORTE FUSIBLE DEL ML10/13 SFD 600V 25A N,FUSE HOLDER LED ML10/13 SFD 600V 25A BLK,40/40,ENTRELEC / 19916626,3411v1808.6,PROD,90012594,
361,3411,Entrelec,19916800,,,U39121624_FUS_HLDR,FUSE HOLDER,PORTE FUSIBLE DEL ML10/13 SFL 600V 25A N,FUSE HOLDER LED ML10/13 SFL 600V 25A BLK,40/40,ENTRELEC / 19916800,3411v1808.6,PROD,90012595,
361,3411,Entrelec,19963524,,U39121410,,,BORNIER BUTEE CLIP FEM13U NOIR,TERM BLOCK END SNAPON FEM13U BLACK,30/34,ENTRELEC / 19963524,3411v1808.6,PROD,90012596,
361,3411,Entrelec,020635116,,U39121410,,,BORNIER BUTEE BAM2 10MM PINCE GRIS,TERM BLOCK END BAM2 10MM GRAY CLAMP,34/35,ENTRELEC / 020635116,3411v1808.6,PROD,90012588,
361,3411,Parker,32510125,,U40141609,,,VALVE CONTROLE DEBIT 0.125PO ANGLE DR,VALVE FLOW CONTROL 0.125IN RIGHT ANGLE,37/38,PARKER / 32510125,3411v1808.6,PROD,90012555,
361,3411,Parker,32510250,,U40141609,,,VALVE CONTROLE DEBIT 0.25PO ANGLE DR,VALVE FLOW CONTROL 0.25IN RIGHT ANGLE,36/37,PARKER / 32510250,3411v1808.6,PROD,90012556,
361,3411,Parker,32510375,,U40141609,,,VALVE CONTROLE DEBIT 0.375PO ANGLE DR,VALVE CONTROL FLOW 0.375IN RIGHT ANGLE,37/38,PARKER / 32510375,3411v1808.6,PROD,90012557,
361,3411,Parker,32510500,,U40141609,,,VALVE CONTROLE DEBIT 0.5PO ANGLE DROIT,VALVE CONTRÔLE DEBIT 0.5PO ANGLE DROIT,38/38,PARKER / 32510500,3411v1808.6,PROD,90012558,
361,3411,Parker,033400105,,,U40141636_VLV_KIT,VALVE KIT,KIT VALVE PARKER-OR URETHANE,KIT VALVE PARKER-OR URETHANE,28/28,PARKER / 033400105,3411v1808.6,PROD,90012559,
361,3411,PARKER,033408000,90012560,,U40141636_VLV_KIT,VALVE KIT,KIT VALVE REPARATION PARKER 033408000,KIT VALVE REPAIR PARKER 033408000,37/33,PARKER / 033408000,3411v1808.6,PROD,90012560,
361,3411,PARKER,045040040,,,,,ECHAP CTRL DEBIT 0.25PO NPT 250PSI,MUFFLER CTRL FLOW 0.25IN NPT 250PSI,34/35,PARKER / 045040040,3411v1808.6,PROD,90012561,
361,3411,PARKER,045060060,,,,,ECHAP CTRL DEBIT 0.375PO NPT 250PSI,MUFFLER CTRL FLOW 0.375IN NPT 250PSI,35/36,PARKER / 045060060,3411v1808.6,PROD,90012562,
361,3411,PARKER,045080080,,,,,ECHAP CTRL DEBIT 0.5PO NPT 250PSI,MUFFLER CTRL FLOW 0.5IN NPT 250PSI,33/34,PARKER / 045080080,3411v1808.6,PROD,90012563,
361,3411,DEUBLIN COMPANY,355481002,,,,,RACC TOURNANT M.FLOW DROITE 1PO NPT 3V,UNION ROTARY MONOFLOW 1IN NPT RH 3V HOLE,38/40,DEUBLIN COMPANY / 355481002,3411v1808.6,PROD,90012749,
361,3411,PARKER,524431000,,U40141609,,,VALVE CTRL MAN LEVIER 3VOIES 0.25PO NPT,VALVE CTRL MAN LEVER 3WAY 0.25IN NPT,39/36,PARKER / 524431000,3411v1808.6,PROD,90012564,
361,3411,PARKER,524831000,,U40141609,,,VALVE CTRL MAN BTN 3VOIES 0.25PO NPT,VALVE CTRL MAN BTN 3 WAY 0.25IN NPT,36/35,PARKER / 524831000,3411v1808.6,PROD,90012565,
361,3411,acme ," 	T253110S",,U39121001,,,TRANSFO 1KVA 600V 120/240V,TRANSFO 1KVA 600V 120/240V,26/26,"ACME  /  	T253110S",3411v1808.6,PROD,90012600,
361,3411,Walter,01-A 005,,,U27112814,DRILL BIT METAL,FORET 5/64 RAPIDE 3PLATS,DRILL BIT 5/64 SPEEDST 3FLATS,24/29,WALTER / 01-A 005,3411v1808.6,PROD,90012494,
361,3411,Walter,01-A 006,,,U27112815,DRILL BIT METAL,FORET 3/32 RAPIDE 3PLATS,DRILL BIT 3/32 SPEEDST 3FLATS,24/29,WALTER / 01-A 006,3411v1808.6,PROD,90012495,
361,3411,Walter,01-A 007,,,U27112816,DRILL BIT METAL,FORET 7/64 RAPIDE 3PLATS,DRILL BIT 7/64 SPEEDST 3FLATS,24/29,WALTER / 01-A 007,3411v1808.6,PROD,90012496,
361,3411,Walter,01-A 008,,,U27112817,DRILL BIT METAL,FORET 1/8 RAPIDE 3PLATS,DRILL BIT 1/8 SPEEDST 3FLATS,23/28,WALTER / 01-A 008,3411v1808.6,PROD,90012497,
361,3411,Walter,01-A 009,,,U27112818,DRILL BIT METAL,FORET 9/64 RAPIDE 3PLATS,DRILL BIT 9/64 SPEEDST 3FLATS,24/29,WALTER / 01-A 009,3411v1808.6,PROD,90012498,
361,3411,Walter,01-A 010,,,U27112819,DRILL BIT METAL,FORET 5/32 RAPIDE 3PLATS,DRILL BIT 5/32 SPEEDST 3FLATS,24/29,WALTER / 01-A 010,3411v1808.6,PROD,90012499,
361,3411,Walter,01-A 011,,,U27112820,DRILL BIT METAL,FORET 11/64 RAPIDE 3PLATS,DRILL BIT 11/64 SPEEDST 3FLATS,25/30,WALTER / 01-A 011,3411v1808.6,PROD,90012500,
361,3411,Walter,01-A 012,,,U27112821,DRILL BIT METAL,FORET 3/16 RAPIDE 3PLATS,DRILL BIT 3/16 SPEEDST 3FLATS,24/29,WALTER / 01-A 012,3411v1808.6,PROD,90012501,
361,3411,Walter,01-A 013,,,U27112822,DRILL BIT METAL,FORET 13/64 RAPIDE 3PLATS,DRILL BIT 13/64 SPEEDST 3FLATS,25/30,WALTER / 01-A 013,3411v1808.6,PROD,90012502,
361,3411,Walter,01-A 014,,,U27112823,DRILL BIT METAL,FORET 7/32 RAPIDE 3PLATS,DRILL BIT 7/32 SPEEDST 3FLATS,24/29,WALTER / 01-A 014,3411v1808.6,PROD,90012503,
361,3411,Walter,01-A 015,,,U27112824,DRILL BIT METAL,FORET 15/64 RAPIDE 3PLATS,DRILL BIT 15/64 SPEEDST 3FLATS,25/30,WALTER / 01-A 015,3411v1808.6,PROD,90012504,
361,3411,Walter,01-A 016,,,U27112825,DRILL BIT METAL,FORET 1/4 RAPIDE 3PLATS,DRILL BIT 1/4 SPEEDST 3FLATS,23/28,WALTER / 01-A 016,3411v1808.6,PROD,90012505,
361,3411,Walter,01-A 017,,,U27112826,DRILL BIT METAL,FORET 17/64 RAPIDE 3PLATS,DRILL BIT 17/64 SPEEDST 3FLATS,25/30,WALTER / 01-A 017,3411v1808.6,PROD,90012506,
361,3411,Walter,01-A 018,,,U27112827,DRILL BIT METAL,FORET 9/32 RAPIDE 3PLATS,DRILL BIT 9/32 SPEEDST 3FLATS,24/29,WALTER / 01-A 018,3411v1808.6,PROD,90012507,
361,3411,Walter,01-A 019,,,U27112828,DRILL BIT METAL,FORET 19/64 RAPIDE 3PLATS,DRILL BIT 19/64 SPEEDST 3FLATS,25/30,WALTER / 01-A 019,3411v1808.6,PROD,90012508,
361,3411,Walter,01-A 020,,,U27112829,DRILL BIT METAL,FORET 5/16 RAPIDE 3PLATS,DRILL BIT 5/16 SPEEDST 3FLATS,24/29,WALTER / 01-A 020,3411v1808.6,PROD,90012509,
361,3411,Walter,01-A 021,,,U27112830,DRILL BIT METAL,FORET 21/64 RAPIDE 3PLATS,DRILL BIT 21/64 SPEEDST 3FLATS,25/30,WALTER / 01-A 021,3411v1808.6,PROD,90012510,
361,3411,Walter,01-A 022,,,U27112831,DRILL BIT METAL,FORET 11/32 RAPIDE 3PLATS,DRILL BIT 11/32 SPEEDST 3FLATS,25/30,WALTER / 01-A 022,3411v1808.6,PROD,90012511,
361,3411,Walter,01-A 023,,,U27112832,DRILL BIT METAL,FORET 23/64 RAPIDE 3PLATS,DRILL BIT 23/64 SPEEDST 3FLATS,25/30,WALTER / 01-A 023,3411v1808.6,PROD,90012512,
361,3411,Walter,01-A 024,,,U27112833,DRILL BIT METAL,FORET 3/8 RAPIDE 3PLATS,DRILL BIT 3/8 SPEEDST 3FLATS,23/28,WALTER / 01-A 024,3411v1808.6,PROD,90012513,
361,3411,Walter,01-A 025,,,U27112834,DRILL BIT METAL,FORET 25/64 RAPIDE 3PLATS,DRILL BIT 25/64 SPEEDST 3FLATS,25/30,WALTER / 01-A 025,3411v1808.6,PROD,90012514,
361,3411,Walter,01-A 026,,,U27112835,DRILL BIT METAL,FORET 13/32 RAPIDE 3PLATS,DRILL BIT 13/32 SPEEDST 3FLATS,25/30,WALTER / 01-A 026,3411v1808.6,PROD,90012515,
361,3411,Walter,01-A 027,,,U27112836,DRILL BIT METAL,FORET 27/64 RAPIDE 3PLATS,DRILL BIT 27/64 SPEEDST 3FLATS,25/30,WALTER / 01-A 027,3411v1808.6,PROD,90012516,
361,3411,Walter,01-A 028,,,U27112837,DRILL BIT METAL,FORET 7/16 RAPIDE 3PLATS,DRILL BIT 7/16 SPEEDST 3FLATS,24/29,WALTER / 01-A 028,3411v1808.6,PROD,90012517,
361,3411,Walter,01-A 029,,,U27112838,DRILL BIT METAL,FORET 29/64 RAPIDE 3PLATS,DRILL BIT 29/64 SPEEDST 3FLATS,25/30,WALTER / 01-A 029,3411v1808.6,PROD,90012518,
361,3411,Walter,01-A 030,,,U27112839,DRILL BIT METAL,FORET 15/32 RAPIDE 3PLATS,DRILL BIT 15/32 SPEEDST 3FLATS,25/30,WALTER / 01-A 030,3411v1808.6,PROD,90012519,
361,3411,Walter,01-A 031,,,U27112840,DRILL BIT METAL,FORET 31/64 RAPIDE 3PLATS,DRILL BIT 31/64 SPEEDST 3FLATS,25/30,WALTER / 01-A 031,3411v1808.6,PROD,90012520,
361,3411,Walter,01-A 032,,,U27112841,DRILL BIT METAL,FORET 1/2 RAPIDE 3PLATS,DRILL BIT 1/2 SPEEDST 3FLATS,23/28,WALTER / 01-A 032,3411v1808.6,PROD,90012521,
361,3411,Walter,01A004,,,U27112813,DRILL BIT METAL,FORET 1/16 RAPIDE 3PLATS,DRILL BIT 1/16 SPEEDST 3FLATS,24/29,WALTER / 01A004,3411v1808.6,PROD,90012493,
361,3411,Walter,01A501,,,U27112781,DRILL BIT METAL,FORET 1/64 RAPIDE,DRILL BIT 1/64 SPEEDST,17/22,WALTER / 01A501,3411v1808.6,PROD,90012631,
361,3411,Walter,01A502,,,U27112782,DRILL BIT METAL,FORET 1/32 RAPIDE,DRILL BIT 1/32 SPEEDST,17/22,WALTER / 01A502,3411v1808.6,PROD,90012632,
361,3411,Walter,01A503,,,U27112783,DRILL BIT METAL,FORET 3/64 RAPIDE,DRILL BIT 3/64 SPEEDST,17/22,WALTER / 01A503,3411v1808.6,PROD,90012633,
361,3411,Walter,01A504,,,U27112784,DRILL BIT METAL,FORET 1/16 RAPIDE,DRILL BIT 1/16 SPEEDST,17/22,WALTER / 01A504,3411v1808.6,PROD,90012634,
361,3411,Walter,01A505,,,U27112785,DRILL BIT METAL,FORET 5/64 RAPIDE,DRILL BIT 5/64 SPEEDST,17/22,WALTER / 01A505,3411v1808.6,PROD,90012635,
361,3411,Walter,01A506,,,U27112786,DRILL BIT METAL,FORET 3/32 RAPIDE,DRILL BIT 3/32 SPEEDST,17/22,WALTER / 01A506,3411v1808.6,PROD,90012636,
361,3411,Walter,01A507,,,U27112787,DRILL BIT METAL,FORET 7/64 RAPIDE,DRILL BIT 7/64 SPEEDST,17/22,WALTER / 01A507,3411v1808.6,PROD,90012637,
361,3411,Walter,01A508,,,U27112788,DRILL BIT METAL,FORET 1/8 RAPIDE,DRILL BIT 1/8 SPEEDST,16/21,WALTER / 01A508,3411v1808.6,PROD,90012638,
361,3411,Walter,01A509,,,U27112789,DRILL BIT METAL,FORET 9/64 RAPIDE,DRILL BIT 9/64 SPEEDST,17/22,WALTER / 01A509,3411v1808.6,PROD,90012639,
361,3411,Walter,01A510,,,U27112790,DRILL BIT METAL,FORET 5/32 RAPIDE,DRILL BIT 5/32 SPEEDST,17/22,WALTER / 01A510,3411v1808.6,PROD,90012640,
361,3411,Walter,01A511,,,U27112791,DRILL BIT METAL,FORET 11/64 RAPIDE,DRILL BIT 11/64 SPEEDST,18/23,WALTER / 01A511,3411v1808.6,PROD,90012641,
361,3411,Walter,01A512,,,U27112792,DRILL BIT METAL,FORET 3/16 RAPIDE,DRILL BIT 3/16 SPEEDST,17/22,WALTER / 01A512,3411v1808.6,PROD,90012642,
361,3411,Walter,01A513,,,U27112793,DRILL BIT METAL,FORET 13/64 RAPIDE,DRILL BIT 13/64 SPEEDST,18/23,WALTER / 01A513,3411v1808.6,PROD,90012643,
361,3411,Walter,01A514,,,U27112794,DRILL BIT METAL,FORET 7/32 RAPIDE,DRILL BIT 7/32 SPEEDST,17/22,WALTER / 01A514,3411v1808.6,PROD,90012644,
361,3411,Walter,01A515,,,U27112795,DRILL BIT METAL,FORET 15/64 RAPIDE,DRILL BIT 15/64 SPEEDST,18/23,WALTER / 01A515,3411v1808.6,PROD,90012645,
361,3411,Walter,01A516,,,U27112796,DRILL BIT METAL,FORET 1/4 RAPIDE,DRILL BIT 1/4 SPEEDST,16/21,WALTER / 01A516,3411v1808.6,PROD,90012646,
361,3411,Walter,01A517,,,U27112797,DRILL BIT METAL,FORET 17/64 RAPIDE,DRILL BIT 17/64 SPEEDST,18/23,WALTER / 01A517,3411v1808.6,PROD,90012647,
361,3411,Walter,01A518,,,U27112798,DRILL BIT METAL,FORET 9/32 RAPIDE,DRILL BIT 9/32 SPEEDST,17/22,WALTER / 01A518,3411v1808.6,PROD,90012648,
361,3411,Walter,01A519,,,U27112799,DRILL BIT METAL,FORET 19/64 RAPIDE,DRILL BIT 19/64 SPEEDST,18/23,WALTER / 01A519,3411v1808.6,PROD,90012649,
361,3411,Walter,01A520,,,U27112800,DRILL BIT METAL,FORET 5/16 RAPIDE,DRILL BIT 5/16 SPEEDST,17/22,WALTER / 01A520,3411v1808.6,PROD,90012650,
361,3411,Walter,01A521,,,U27112801,DRILL BIT METAL,FORET 21/64 RAPIDE,DRILL BIT 21/64 SPEEDST,18/23,WALTER / 01A521,3411v1808.6,PROD,90012651,
361,3411,Walter,01A522,,,U27112802,DRILL BIT METAL,FORET 11/32 RAPIDE ,DRILL BIT 11/32 SPEEDST,19/23,WALTER / 01A522,3411v1808.6,PROD,90012652,
361,3411,Walter,01A523,,,U27112803,DRILL BIT METAL,FORET 23/64 RAPIDE,DRILL BIT 23/64 SPEEDST,18/23,WALTER / 01A523,3411v1808.6,PROD,90012653,
361,3411,Walter,01A524,,,U27112804,DRILL BIT METAL,FORET 3/8 RAPIDE,DRILL BIT 3/8 SPEEDST,16/21,WALTER / 01A524,3411v1808.6,PROD,90012654,
361,3411,Walter,01A525,,,U27112805,DRILL BIT METAL,FORET 25/64 RAPIDE,DRILL BIT 25/64 SPEEDST,18/23,WALTER / 01A525,3411v1808.6,PROD,90012655,
361,3411,Walter,01A526,,,U27112806,DRILL BIT METAL,FORET 13/32 RAPIDE,DRILL BIT 13/32 SPEEDST,18/23,WALTER / 01A526,3411v1808.6,PROD,90012656,
361,3411,Walter,01A527,,,U27112807,DRILL BIT METAL,FORET 27/64 RAPIDE,DRILL BIT 27/64 SPEEDST,18/23,WALTER / 01A527,3411v1808.6,PROD,90012657,
361,3411,Walter,01A528,,,U27112808,DRILL BIT METAL,FORET 7/16 RAPIDE,DRILL BIT 7/16 SPEEDST,17/22,WALTER / 01A528,3411v1808.6,PROD,90012658,
361,3411,Walter,01A529,,,U27112809,DRILL BIT METAL,FORET 29/64 RAPIDE,DRILL BIT 29/64 SPEEDST,18/23,WALTER / 01A529,3411v1808.6,PROD,90012659,
361,3411,Walter,01A530,,,U27112810,DRILL BIT METAL,FORET 15/32 RAPIDE,DRILL BIT 15/32 SPEEDST,18/23,WALTER / 01A530,3411v1808.6,PROD,90012660,
361,3411,Walter,01A531,,,U27112811,DRILL BIT METAL,FORET 31/64 RAPIDE,DRILL BIT 31/64 SPEEDST,18/23,WALTER / 01A531,3411v1808.6,PROD,90012661,
361,3411,Walter,01A532,,,U27112812,DRILL BIT METAL,FORET 1/2 RAPIDE,DRILL BIT 1/2 SPEEDST,16/21,WALTER / 01A532,3411v1808.6,PROD,90012662,
361,3411,PARKER,03.25BB4MAU14A2.00,,U31251504,,,ACTUATEUR 4MA 250PSI 3.25PO ,ACTUATOR 4MA 250PSI 3.25IN,28/26,PARKER / 03.25BB4MAU14A2.00,3411v1808.6,PROD,90012569,
361,3411,Walter,03A561,,,U23241605,TAP,TARAUD 6-32UNC RAPIDE 3PLATS,TAP 6-32UNC SPEEDST 3FLATS,28/26,WALTER / 03A561,3411v1808.6,PROD,90012522,
361,3411,Walter,03A581,,,U23241606,TAP,TARAUD 8-32UNC RAPIDE 3PLATS,TAP 8-32UNC SPEEDST 3FLATS,28/26,WALTER / 03A581,3411v1808.6,PROD,90012523,
361,3411,Walter,03A604,,,U23241612,TAP,TARAUD 10-32UNF RAPIDE 3PLATS,TAP 10-32UNF SPEEDST 3FLATS,29/27,WALTER / 03A604,3411v1808.6,PROD,90012529,
361,3411,Walter,03B541,,,U23241607,TAP,TARAUD 1/4-20UNC RAPIDE 3PLATS,TAP 1/4-20UNC SPEEDST 3FLATS,30/28,WALTER / 03B541,3411v1808.6,PROD,90012524,
361,3411,Walter,03B544,,,U23241613,TAP,TARAUD 1/4-28UNF RAPIDE 3PLATS,TAP 1/4-28UNF SPEEDST 3FLATS,30/28,WALTER / 03B544,3411v1808.6,PROD,90012530,
361,3411,Walter,03B551,,,U23241608,TAP,TARAUD 5/16-18UNC RAPIDE 3PLATS,TAP 5/16-18UNC SPEEDST 3FLATS,31/29,WALTER / 03B551,3411v1808.6,PROD,90012525,
361,3411,Walter,03B561,,,U23241609,TAP,TARAUD 3/8-16UNC RAPIDE 3PLATS,TAP 3/8-16UNC SPEEDST 3FLATS,30/28,WALTER / 03B561,3411v1808.6,PROD,90012526,
361,3411,Walter,03B564,,,U23241614,TAP,TARAUD 3/8-24UNF RAPIDE 3PLATS,TAP 3/8-24UNF SPEEDST 3FLATS,30/28,WALTER / 03B564,3411v1808.6,PROD,90012531,
361,3411,Walter,03B571,,,U23241610,TAP,TARAUD 7/16-14UNC RAPIDE 3PLATS,TAP 7/16-14UNC SPEEDST 3FLATS,31/29,WALTER / 03B571,3411v1808.6,PROD,90012527,
361,3411,Walter,03B581,,,U23241611,TAP,TARAUD 1/2-13UNC RAPIDE 3PLATS,TAP 1/2-13UNC SPEEDST 3FLATS,30/28,WALTER / 03B581,3411v1808.6,PROD,90012528,
361,3411,Walter,03B584,,,U23241615,TAP,TARAUD 1/2-20UNF RAPIDE 3PLATS,TAP 1/2-20UNF SPEEDST 3FLATS,30/28,WALTER / 03B584,3411v1808.6,PROD,90012532,
361,3411,walter,04D203,,,U31191506,ABRASIVE DISC,DISQUE ABRASIF SABLAGE 2PO 36,ABRASIVE DISC SANDING 2IN 36,29/28,WALTER / 04D203,3411v1808.6,PROD,90012541,
361,3411,walter,04D205,,,U31191506,ABRASIVE DISC,DISQUE ABRASIF SABLAGE 2PO 50,ABRASIVE DISC SANDING 2IN 50,29/28,WALTER / 04D205,3411v1808.6,PROD,90012542,
361,3411,walter,04D212,,,U31191506,ABRASIVE DISC,DISQUE ABRASIF SABLAGE 2PO 120,ABRASIVE DISC SANDING 2IN 120,30/29,WALTER / 04D212,3411v1808.6,PROD,90012543,
361,3411,walter,04G203,,,U31191506,ABRASIVE DISC,DISQUE ABRASIF CONDITIONNEMENT 2PO MOY,ABRASIVE DISC CONDITIONING 2IN MEDIUM,38/37,WALTER / 04G203,3411v1808.6,PROD,90012544,
361,3411,walter,04G205,,,U31191506,ABRASIVE DISC,DISQUE ABRASIF CONDITIONNEMENT 2PO S-FIN,ABRASIVE DISC CONDITIONING 2IN S-FINE,40/37,WALTER / 04G205,3411v1808.6,PROD,90012545,
361,3411,PARKER,05F12AA,,U40161505,,,FILTRE AIR 40MIC 54SCFM 0.25PO NPT 05R,FILTER AIR 40MIC 54SCFM 025IN NPT 05R,38/37,PARKER / 05F12AA,3411v1808.6,PROD,90012570,
361,3411,PARKER,05R113AD,,U27131603,,,REGULATEUR PNEUM 0.25PO 250PSI 30CFM,REGULATOR PNEUM 0.25IN 250PSI 30CFM,36/35,PARKER / 05R113AD,3411v1808.6,PROD,90012571,
361,3411,PARKER,06F22AC,,U40161505,,,FILTRE AIR 40MIC 80SCFM 0.375PO NPT 06F,FILTER AIR 40MIC 80SCFM 0.375IN NPT 06F,39/39,PARKER / 06F22AC,3411v1808.6,PROD,90012572,
361,3411,PARKER,06R213AC,,U27131603,,,REGULATEUR PNEUM 0.375PO 250PSI 60CFM,REGULATOR PNEUM 0.375IN 250PSI 60CFM,37/36,PARKER / 06R213AC,3411v1808.6,PROD,90012573,
361,3411,PARKER,07F32BC,,U40161505,,,FILTRE PNEUMATIQUE 5MIC 130SCFM 0.5IN,FILTRE PNEUMATIQUE 5MIC 130SCFM 0.5IN,37/37,PARKER / 07F32BC,3411v1808.6,PROD,90012574,
361,3411,PARKER,07R313AC,,U27131603,,,REGULATEUR PNEUM 0.5PO 250PSI 90CFM,REGULATOR PNEUM 0.5IN 250PSI 90CFM,35/34,PARKER / 07R313AC,3411v1808.6,PROD,90012575,
361,3411,Walter,07R452,,,U31191506,ABRASIVE DISC,DISQUE ABRASIF CONDITION 4.5PO GROS,ABRASIVE DISC CONDITIONING 4.5IN CORSE,35/38,WALTER / 07R452,3411v1808.6,PROD,90012533,
361,3411,Walter,07R453,,,U31191506,ABRASIVE DISC,DISQUE ABRASIF CONDITION 4.5PO MOY,ABRASIVE DISC CONDITIONING 4.5IN MEDIUM,34/39,WALTER / 07R453,3411v1808.6,PROD,90012534,
361,3411,Walter,07R454,,,U31191506,ABRASIVE DISC,DISQUE ABRASIF CONDITION 4.5PO FIN,ABRASIVE DISC CONDITIONING 4.5IN FINE,34/37,WALTER / 07R454,3411v1808.6,PROD,90012535,
361,3411,Walter,08B500,,,U23131503,GRINDING WHEEL,MEULE 5X0.25PO A-24-HPS SPIN-ON,GRINDING WHEEL 5X0.25IN A-24-HPS SPIN-ON,31/40,WALTER / 08B500,3411v1808.6,PROD,90012540,
361,3411,Walter,08C507,,,U23131503,GRINDING WHEEL,MEULE 5PO A24 0.125PO TYPE-27,GRINDING WHEEL 5IN A24 0.125IN TYPE-27,29/38,WALTER / 08C507,3411v1808.6,PROD,90012551,
361,3411,PARKER,0R25B,,,,,VALVE ECHAP RAPIDE URETHANE 0.25PO NPTF,VALVE QUICK EXAUST URETHANE 0.25IN NPTF,39/39,PARKER / 0R25B,3411v1808.6,PROD,90012576,
361,3411,Parker,0R50B,,,,,VALVE ECHAP RAPIDE URETHANE 0.5PO NPTF,VALVE QUICK EXAUST URETHANE 0.5IN NPTF,38/38,PARKER / 0R50B,3411v1808.6,PROD,90012577,
361,3411,WEIDMULLER ,102050 WDU35,,U39121410,,,BORNIER DIN 2POS 12AWG 50SQMM 125A,TERM BLOCK DIN 2POS 12-0AWG 50SQMM 125A,34/39,WEIDMULLER  / 102050 WDU35,3411v1808.6,PROD,90012677,
361,3411,PARKER,10C15-095X2,,U40161505,,,CARTOUCHE FILTRE PNEU 1MIC 21.5X9.5PO,CARTRIDGE FILTER PNEU 1MIC 21.5X9.5IN,37/37,PARKER / 10C15-095X2,3411v1808.6,PROD,90012578,
